pclass,survived,name,sex,age,sibsp,parch,ticket,fare,embarked
0.0,1.0,0.016116653875671526,0.0,0.3611424276587749,0.0,0.0,0.20086393088552917,0.41250332793836464,1.0
0.0,1.0,0.017651573292402148,1.0,0.009394964299135665,0.125,0.2222222222222222,0.05183585313174946,0.29580589980036276,1.0
0.0,0.0,0.01841903300076746,0.0,0.02292371288989102,0.125,0.2222222222222222,0.05183585313174946,0.29580589980036276,1.0
0.0,0.0,0.01918649270913277,1.0,0.37366904672428913,0.125,0.2222222222222222,0.05183585313174946,0.29580589980036276,1.0
0.0,0.0,0.019953952417498082,0.0,0.311035951396718,0.125,0.2222222222222222,0.05183585313174946,0.29580589980036276,1.0
0.0,1.0,0.023023791250959325,1.0,0.599148189903545,0.0,0.0,0.132829373650108,0.051822148727810165,1.0
0.0,1.0,0.03453568687643899,0.0,0.7870474758862583,0.125,0.0,0.0982721382289417,0.15216446768991498,1.0
0.0,0.0,0.035303146584804296,1.0,0.48640861831391713,0.0,0.0,0.016198704103671708,0.0,1.0
0.0,1.0,0.03837298541826554,0.0,0.6617812852311161,0.25,0.0,0.08099352051835854,0.10048070654571319,1.0
0.0,0.0,0.04144282425172678,1.0,0.8872604284103721,0.0,0.0,0.888768898488121,0.09662576327876685,0.0
0.0,0.0,0.052187260168841135,1.0,0.5866215708380309,0.125,0.0,0.8974082073434125,0.4440992237022602,0.0
0.0,1.0,0.052954719877206444,0.0,0.22334961793811853,0.125,0.0,0.8974082073434125,0.4440992237022602,0.0
0.0,1.0,0.05525709900230238,0.0,0.2985093323312038,0.0,0.0,0.8563714902807776,0.13526459159462315,0.0
0.0,1.0,0.07060629316960859,0.0,0.32356257046223225,0.0,0.0,0.1263498920086393,0.15390495017656614,1.0
0.0,1.0,0.0713737528779739,1.0,1.0,0.0,0.0,0.31857451403887693,0.05855610025741262,1.0
0.0,0.0,0.07444359171143515,1.0,0.3486158085932607,0.0,0.0,0.8509719222462203,0.050602229972447406,1.0
0.0,0.0,0.07521105141980046,1.0,0.2985093323312038,0.0,0.1111111111111111,0.8617710583153348,0.4831284260198326,0.0
0.0,1.0,0.07597851112816577,0.0,0.6242014280345735,0.0,0.1111111111111111,0.8617710583153348,0.4831284260198326,0.0
0.0,1.0,0.07674597083653108,0.0,0.3987222848553176,0.0,0.0,0.08639308855291578,0.14891148113361488,0.0
0.0,0.0,0.07904834996162702,1.0,0.44882876111737446,0.0,0.0,0.09395248380129591,0.1468620176246054,0.0
0.0,1.0,0.0844205679201842,1.0,0.4613553801828887,0.125,0.1111111111111111,0.07451403887688986,0.10257896680493714,1.0
0.0,1.0,0.0851880276285495,0.0,0.5866215708380309,0.125,0.1111111111111111,0.07451403887688986,0.10257896680493714,1.0
0.0,1.0,0.08672294704528012,1.0,0.32356257046223225,0.0,0.0,0.011879049676025918,0.05855610025741262,0.0
0.0,1.0,0.0920951650038373,0.0,0.5239884755104598,0.0,0.0,0.8974082073434125,0.4440992237022602,0.0
0.0,1.0,0.09363008442056792,0.0,0.3611424276587749,0.0,0.0,0.8585313174946004,0.4328841690069588,1.0
0.0,0.0,0.09516500383729853,1.0,0.311035951396718,0.0,0.0,0.10583153347732183,0.050748620223090936,0.0
0.0,1.0,0.09593246354566386,1.0,0.311035951396718,0.125,0.0,0.08747300215982722,0.17777475888549785,0.0
0.0,1.0,0.09669992325402917,0.0,0.23587623700363275,0.125,0.0,0.08747300215982722,0.17777475888549785,0.0
0.0,1.0,0.09746738296239447,0.0,0.43630214205186024,0.0,0.0,0.900647948164147,0.2647385704347907,1.0
0.0,1.0,0.09900230237912509,1.0,0.3486158085932607,0.0,0.0,0.005399568034557236,0.051822148727810165,1.0
0.0,0.0,0.0997697620874904,1.0,0.5615683327070025,0.0,0.0,0.05399568034557236,0.06929138530460494,1.0
0.0,1.0,0.10053722179585571,1.0,0.49893523737943135,0.0,0.0,0.02267818574514039,0.060507970265993034,0.0
0.0,1.0,0.10130468150422103,0.0,0.37366904672428913,0.0,0.0,0.6749460043196545,0.32179836714362564,1.0
0.0,1.0,0.10207214121258634,0.0,0.7244143805586872,0.0,0.0,0.05291576673866091,0.051822148727810165,1.0
0.0,0.0,0.10283960092095165,1.0,0.5239884755104598,0.0,0.0,0.004319654427645789,0.051822148727810165,1.0
0.0,1.0,0.11051419800460476,0.0,0.5615683327070025,0.0,0.0,0.8876889848812095,0.5121218935012878,0.0
0.0,1.0,0.1128165771297007,0.0,0.2734560942001754,0.0,0.1111111111111111,0.041036717062634995,0.10735285047192313,1.0
0.0,1.0,0.11511895625479662,1.0,0.3486158085932607,0.0,0.0,0.014038876889848813,0.051822148727810165,1.0
0.0,0.0,0.11588641596316193,1.0,0.5114618564449456,0.0,0.0,0.03455723542116631,0.05953203526170282,1.0
0.0,0.0,0.11742133537989255,1.0,0.599148189903545,0.0,0.0,0.8704103671706264,0.09856123757927521,0.0
0.0,0.0,0.11972371450498849,1.0,0.3486158085932607,0.0,0.0,0.02591792656587473,0.07729405233978466,0.0
0.0,1.0,0.12432847275518036,0.0,0.5490417136414882,0.0,0.0,0.8898488120950324,0.05410739813385612,0.0
0.0,1.0,0.12509593246354567,0.0,0.7369409996242015,0.25,0.0,0.08099352051835854,0.10048070654571319,1.0
0.0,1.0,0.12970069071373752,0.0,0.7494676186897157,0.0,0.0,0.08639308855291578,0.14891148113361488,0.0
